freq,unit,age,isced11,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,Y47,UNK,ES	9 	11 	11 	7 	15 	29 	27 	42 	51 	97 	162 	179 	: 	: 	: 	: 	: 
A,NR,Y47,UNK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	1 
A,NR,Y47,UNK,HR	0 	3 	0 	0 	0 	2 	0 	0 	1 	0 	0 	0 	2 	0 	1 	1 	2 
A,NR,Y47,UNK,HU	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	3 	6 	5 	5 	7 	16 
A,NR,Y47,UNK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	1 	0 	2 	0 
A,NR,Y47,UNK,ME	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,UNK,MK	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,NR,Y47,UNK,NO	2 	2 	0 	1 	5 	2 	0 	1 	1 	1 	3 	1 	1 	0 	: 	6 	: 
A,NR,Y47,UNK,PL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	3 	2 	4 	6 
A,NR,Y47,UNK,PT	0 	0 	0 	0 	1 	0 	4 	0 	0 	4 	0 	0 	8 	3 	3 	11 	3 
A,NR,Y47,UNK,RO	0 	3 	1 	0 	0 	1 	1 	0 	6 	4 	7 	2 	4 	6 	4 	4 	4 
A,NR,Y47,UNK,RS	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	3 
A,NR,Y47,UNK,SE	3 	1 	1 	0 	0 	1 	2 	0 	0 	1 	4 	3 	1 	0 	: 	2 	2 
A,NR,Y47,UNK,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y47,UNK,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y47,UNK,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,UNK,TR	: 	: 	: 	: 	24 	46 	49 	29 	9 	7 	3 	4 	4 	6 	: 	17 	: 
A,NR,Y47,UNK,XK	: 	1 	: 	: 	0 	: 	: 	: 	0 	1 	0 	0 	1 	: 	: 	: 	: 
A,NR,Y48,ED0-2,AT	2 	1 	3 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED0-2,AZ	: 	: 	: 	: 	: 	: 	1 	0 	2 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y48,ED0-2,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED0-2,BE	0 	2 	1 	2 	1 	1 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED0-2,CZ	0 	0 	1 	1 	0 	1 	0 	0 	0 	0 	0 	1 	1 	0 	1 	0 	1 
A,NR,Y48,ED0-2,DK	2 	0 	1 	2 	1 	1 	0 	4 	2 	1 	1 	0 	0 	0 	4 	: 	: 
A,NR,Y48,ED0-2,EE	0 	0 	0 	0 	0 	1 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,Y48,ED0-2,EL	4 	12 	9 	8 	4 	6 	8 	3 	7 	3 	5 	12 	7 	5 	1 	7 	5 
A,NR,Y48,ED0-2,ES	28 	36 	47 	39 	32 	31 	28 	28 	21 	33 	30 	26 	: 	: 	: 	: 	: 
A,NR,Y48,ED0-2,FI	1 	0 	1 	1 	1 	4 	1 	0 	2 	1 	0 	1 	0 	2 	1 	0 	0 
A,NR,Y48,ED0-2,HR	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y48,ED0-2,HU	0 	2 	0 	1 	0 	0 	2 	2 	0 	0 	2 	1 	0 	0 	0 	0 	2 
A,NR,Y48,ED0-2,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	1 	0 
A,NR,Y48,ED0-2,ME	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED0-2,MK	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	1 	1 	1 	: 	: 
A,NR,Y48,ED0-2,NO	1 	0 	0 	0 	0 	0 	1 	2 	4 	0 	3 	2 	1 	2 	: 	0 	: 
A,NR,Y48,ED0-2,PL	: 	1 	1 	0 	1 	1 	1 	1 	1 	1 	0 	0 	1 	0 	0 	1 	0 
A,NR,Y48,ED0-2,PT	2 	4 	1 	6 	4 	3 	3 	2 	1 	1 	4 	5 	1 	: 	6 	5 	7 
A,NR,Y48,ED0-2,RO	4 	4 	1 	1 	5 	4 	2 	3 	3 	3 	2 	6 	4 	1 	4 	8 	5 
A,NR,Y48,ED0-2,RS	: 	1 	0 	0 	0 	0 	0 	3 	0 	2 	0 	4 	1 	3 	1 	0 	1 
A,NR,Y48,ED0-2,SE	1 	2 	1 	0 	0 	1 	4 	2 	1 	5 	5 	11 	2 	3 	: 	5 	4 
A,NR,Y48,ED0-2,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y48,ED0-2,SK	0 	1 	2 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 
A,NR,Y48,ED0-2,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED0-2,TR	: 	: 	: 	: 	290 	313 	375 	431 	177 	136 	139 	145 	116 	113 	: 	163 	: 
A,NR,Y48,ED0-2,XK	: 	5 	: 	: 	2 	: 	: 	: 	2 	4 	0 	1 	3 	: 	: 	: 	: 
A,NR,Y48,ED3_4,AT	3 	5 	5 	3 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED3_4,AZ	: 	: 	: 	: 	: 	: 	18 	12 	8 	12 	2 	10 	14 	: 	: 	: 	: 
A,NR,Y48,ED3_4,BA	: 	: 	: 	0 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED3_4,BE	3 	6 	2 	4 	2 	6 	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED3_4,CZ	1 	5 	4 	4 	3 	4 	4 	3 	8 	7 	7 	7 	12 	6 	9 	14 	13 
A,NR,Y48,ED3_4,DK	1 	5 	1 	2 	2 	0 	6 	0 	1 	1 	5 	2 	2 	0 	2 	: 	: 
A,NR,Y48,ED3_4,EE	0 	0 	0 	0 	0 	1 	: 	: 	0 	: 	0 	1 	1 	: 	: 	0 	0 
A,NR,Y48,ED3_4,EL	23 	24 	38 	41 	34 	35 	23 	19 	25 	51 	34 	47 	58 	46 	52 	51 	68 
A,NR,Y48,ED3_4,ES	22 	25 	20 	26 	27 	20 	21 	35 	29 	31 	25 	32 	: 	: 	: 	: 	: 
A,NR,Y48,ED3_4,FI	2 	0 	1 	4 	2 	3 	0 	0 	5 	4 	1 	1 	3 	4 	1 	4 	3 
A,NR,Y48,ED3_4,HR	1 	2 	2 	0 	2 	2 	1 	0 	0 	0 	1 	3 	0 	3 	0 	1 	5 
A,NR,Y48,ED3_4,HU	3 	0 	0 	1 	0 	1 	1 	2 	1 	1 	3 	5 	2 	4 	6 	10 	6 
A,NR,Y48,ED3_4,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	1 	1 	0 	1 	1 
A,NR,Y48,ED3_4,ME	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED3_4,MK	0 	0 	1 	0 	0 	0 	0 	0 	1 	1 	2 	1 	0 	0 	1 	: 	: 
A,NR,Y48,ED3_4,NO	0 	2 	0 	1 	2 	0 	0 	4 	1 	2 	1 	2 	3 	3 	: 	4 	: 
A,NR,Y48,ED3_4,PL	: 	5 	8 	7 	3 	1 	8 	6 	8 	3 	6 	2 	9 	5 	9 	9 	12 
A,NR,Y48,ED3_4,PT	0 	2 	3 	1 	3 	5 	5 	3 	2 	1 	5 	4 	11 	8 	8 	9 	6 
A,NR,Y48,ED3_4,RO	4 	1 	4 	2 	3 	5 	5 	3 	5 	6 	6 	8 	10 	8 	12 	9 	16 
A,NR,Y48,ED3_4,RS	: 	3 	3 	1 	2 	7 	7 	5 	3 	7 	3 	5 	8 	10 	3 	13 	7 
A,NR,Y48,ED3_4,SE	2 	3 	6 	2 	3 	9 	11 	5 	4 	7 	3 	4 	8 	11 	: 	6 	7 
A,NR,Y48,ED3_4,SI	1 	0 	0 	2 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y48,ED3_4,SK	2 	2 	2 	3 	5 	3 	1 	1 	0 	1 	4 	1 	1 	6 	2 	5 	2 
A,NR,Y48,ED3_4,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED3_4,TR	: 	: 	: 	: 	15 	17 	14 	26 	19 	14 	32 	24 	20 	40 	: 	39 	: 
A,NR,Y48,ED3_4,XK	: 	2 	: 	: 	4 	: 	: 	: 	0 	4 	3 	2 	2 	: 	: 	: 	: 
A,NR,Y48,ED5-8,AT	0 	5 	0 	2 	3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED5-8,AZ	: 	: 	: 	: 	: 	: 	3 	8 	3 	4 	3 	3 	10 	: 	: 	: 	: 
A,NR,Y48,ED5-8,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED5-8,BE	3 	3 	4 	1 	2 	3 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED5-8,CZ	1 	0 	3 	3 	2 	2 	2 	7 	0 	2 	6 	5 	13 	11 	11 	8 	13 
A,NR,Y48,ED5-8,DK	4 	3 	3 	4 	3 	5 	2 	3 	5 	2 	5 	8 	7 	6 	1 	: 	: 
A,NR,Y48,ED5-8,EE	0 	5 	1 	1 	0 	0 	: 	: 	4 	: 	2 	3 	1 	: 	: 	5 	4 
A,NR,Y48,ED5-8,EL	7 	28 	32 	37 	33 	41 	41 	40 	56 	61 	55 	64 	73 	74 	121 	92 	87 
A,NR,Y48,ED5-8,ES	23 	38 	55 	43 	41 	47 	57 	60 	59 	59 	56 	58 	: 	: 	: 	: 	: 
A,NR,Y48,ED5-8,FI	2 	2 	1 	5 	5 	9 	4 	3 	2 	3 	2 	5 	7 	1 	5 	7 	9 
A,NR,Y48,ED5-8,HR	0 	4 	2 	3 	1 	1 	7 	3 	2 	3 	3 	4 	5 	3 	6 	4 	6 
A,NR,Y48,ED5-8,HU	0 	0 	3 	2 	1 	3 	4 	0 	1 	2 	7 	11 	9 	13 	16 	20 	25 
A,NR,Y48,ED5-8,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	2 	2 	1 	2 	5 
A,NR,Y48,ED5-8,ME	0 	0 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED5-8,MK	2 	0 	0 	0 	0 	0 	1 	0 	0 	2 	1 	4 	3 	0 	4 	: 	: 
A,NR,Y48,ED5-8,NO	1 	1 	5 	0 	3 	12 	2 	10 	7 	6 	4 	4 	7 	6 	: 	13 	: 
A,NR,Y48,ED5-8,PL	: 	3 	3 	2 	4 	3 	4 	6 	6 	6 	8 	6 	11 	9 	16 	17 	24 
A,NR,Y48,ED5-8,PT	2 	0 	5 	8 	3 	5 	5 	7 	1 	8 	13 	16 	13 	15 	25 	31 	27 
A,NR,Y48,ED5-8,RO	2 	1 	2 	0 	1 	3 	2 	2 	5 	15 	11 	16 	15 	15 	11 	18 	31 
A,NR,Y48,ED5-8,RS	: 	1 	5 	8 	3 	5 	9 	8 	2 	4 	5 	11 	6 	21 	10 	24 	34 
A,NR,Y48,ED5-8,SE	5 	5 	6 	4 	6 	14 	11 	11 	14 	11 	10 	13 	13 	23 	: 	23 	15 
A,NR,Y48,ED5-8,SI	0 	2 	0 	0 	0 	: 	1 	: 	: 	0 	3 	3 	0 	2 	: 	2 	4 
A,NR,Y48,ED5-8,SK	0 	0 	0 	0 	1 	0 	0 	4 	0 	0 	2 	1 	1 	2 	4 	6 	4 
A,NR,Y48,ED5-8,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,ED5-8,TR	: 	: 	: 	: 	9 	14 	27 	19 	33 	46 	55 	44 	46 	44 	: 	57 	: 
A,NR,Y48,ED5-8,XK	: 	0 	: 	: 	1 	: 	: 	: 	6 	2 	3 	1 	0 	: 	: 	: 	: 
A,NR,Y48,NAP,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,BE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,CZ	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y48,NAP,DK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,EE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y48,NAP,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y48,NAP,ES	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,FI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y48,NAP,HR	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y48,NAP,HU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y48,NAP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y48,NAP,ME	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,MK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,NO	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,Y48,NAP,PL	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y48,NAP,PT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y48,NAP,RO	0 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y48,NAP,RS	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,SE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y48,NAP,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y48,NAP,SK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y48,NAP,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,TR	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,NAP,XK	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,TOTAL,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	7 	4 	4 
A,NR,Y48,TOTAL,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 
A,NR,Y48,TOTAL,AT	6 	13 	9 	6 	7 	9 	: 	: 	: 	: 	: 	: 	: 	21 	15 	24 	26 
A,NR,Y48,TOTAL,AZ	: 	: 	: 	: 	: 	: 	22 	20 	13 	16 	5 	13 	24 	: 	: 	: 	: 
A,NR,Y48,TOTAL,BA	: 	: 	: 	0 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,TOTAL,BE	7 	11 	9 	7 	8 	13 	: 	19 	: 	: 	: 	: 	: 	30 	40 	25 	44 
A,NR,Y48,TOTAL,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42 	32 	57 	40 
A,NR,Y48,TOTAL,BY	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	4 	: 	: 	: 	: 	: 	: 
A,NR,Y48,TOTAL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 	14 	32 	40 
A,NR,Y48,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	8 	8 	9 
A,NR,Y48,TOTAL,CZ	2 	5 	8 	9 	5 	7 	7 	12 	11 	16 	14 	14 	28 	23 	28 	35 	33 
A,NR,Y48,TOTAL,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	152 	130 	: 	188 
A,NR,Y48,TOTAL,DK	7 	10 	5 	8 	6 	6 	8 	8 	10 	4 	14 	11 	10 	7 	7 	20 	13 
A,NR,Y48,TOTAL,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1213 	1209 	1504 	1545 
A,NR,Y48,TOTAL,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1219 	1215 	1509 	1556 
A,NR,Y48,TOTAL,EE	0 	5 	1 	1 	0 	3 	: 	: 	4 	: 	2 	4 	2 	5 	2 	5 	4 
A,NR,Y48,TOTAL,EFTA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42 	20 	52 	54 
A,NR,Y48,TOTAL,EL	34 	64 	79 	86 	71 	82 	78 	64 	95 	123 	98 	127 	149 	127 	183 	157 	167 
A,NR,Y48,TOTAL,ES	76 	106 	133 	115 	104 	120 	135 	155 	140 	195 	193 	217 	: 	249 	276 	324 	288 
A,NR,Y48,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1398 	1381 	1756 	1804 
A,NR,Y48,TOTAL,FI	5 	2 	3 	10 	8 	16 	5 	3 	9 	8 	3 	7 	10 	7 	7 	12 	16 
A,NR,Y48,TOTAL,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	151 	165 	208 	182 
A,NR,Y48,TOTAL,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41 	15 	32 	65 
A,NR,Y48,TOTAL,HR	1 	6 	5 	3 	3 	3 	8 	3 	2 	3 	4 	7 	5 	6 	6 	5 	11 
A,NR,Y48,TOTAL,HU	3 	2 	3 	4 	1 	4 	7 	4 	2 	6 	13 	19 	11 	20 	25 	33 	42 
A,NR,Y48,TOTAL,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 	21 	42 	71 
A,NR,Y48,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	0 	2 	0 
A,NR,Y48,TOTAL,IT	74 	100 	168 	133 	182 	210 	230 	224 	205 	294 	328 	303 	: 	367 	290 	417 	457 
A,NR,Y48,TOTAL,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y48,TOTAL,LT	: 	: 	: 	: 	: 	0 	0 	5 	3 	3 	0 	2 	1 	2 	1 	: 	: 
A,NR,Y48,TOTAL,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	3 	3 	3 
A,NR,Y48,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	3 	3 	1 	5 	7 
A,NR,Y48,TOTAL,MD	: 	: 	: 	: 	: 	: 	: 	1 	3 	0 	2 	1 	2 	5 	2 	0 p	0 
A,NR,Y48,TOTAL,ME	0 	1 	3 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	1 	6 
A,NR,Y48,TOTAL,MK	2 	1 	1 	0 	0 	0 	2 	0 	1 	3 	4 	5 	4 	2 	6 	5 	5 
A,NR,Y48,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	1 	1 
A,NR,Y48,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18 	14 	25 	27 
A,NR,Y48,TOTAL,NO	2 	3 	5 	2 	6 	13 	4 	16 	14 	8 	9 	10 	13 	11 	6 	18 	14 
A,NR,Y48,TOTAL,PL	: 	9 	13 	9 	8 	5 	14 	13 	15 	10 	14 	10 	21 	17 	29 	31 	42 
A,NR,Y48,TOTAL,PT	4 	6 	9 	15 	10 	13 	14 	14 	5 	11 	26 	30 	28 	29 	41 	47 	42 
A,NR,Y48,TOTAL,RO	11 	7 	8 	5 	10 	14 	9 	8 	15 	26 	23 	32 	34 	32 	29 	36 	52 
A,NR,Y48,TOTAL,RS	: 	5 	8 	10 	5 	12 	16 	16 	5 	13 	8 	20 	16 	35 	14 	37 	43 
A,NR,Y48,TOTAL,SE	8 	10 	16 	7 	10 	25 	26 	18 	19 	25 	18 	29 	25 	38 	16 	35 	26 
A,NR,Y48,TOTAL,SI	1 	3 	1 	2 	0 	: 	1 	: 	: 	0 	3 	3 	0 	2 	3 	2 	4 
A,NR,Y48,TOTAL,SK	2 	3 	4 	3 	7 	3 	1 	6 	0 	1 	6 	2 	2 	8 	7 	11 	6 
A,NR,Y48,TOTAL,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,TOTAL,TR	: 	: 	: 	: 	330 	361 	449 	500 	231 	197 	229 	218 	187 	201 	: 	279 	: 
A,NR,Y48,TOTAL,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	: 	: 
A,NR,Y48,TOTAL,XK	: 	7 	: 	: 	7 	: 	: 	: 	8 	10 	6 	5 	5 	: 	: 	: 	: 
A,NR,Y48,UNK,AT	1 	2 	1 	1 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,UNK,AZ	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y48,UNK,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,UNK,BE	1 	0 	2 	0 	3 	3 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,UNK,CZ	0 	0 	0 	1 	0 	0 	1 	2 	3 	7 	1 	1 	2 	6 	7 	13 	6 
A,NR,Y48,UNK,DK	0 	2 	0 	0 	0 	0 	0 	1 	2 	0 	3 	1 	1 	1 	0 	: 	: 
A,NR,Y48,UNK,EE	0 	0 	0 	0 	0 	1 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,Y48,UNK,EL	0 	0 	0 	0 	0 	0 	6 	2 	7 	8 	4 	4 	11 	2 	9 	7 	7 
A,NR,Y48,UNK,ES	3 	7 	11 	7 	4 	22 	29 	32 	31 	72 	82 	101 	: 	: 	: 	: 	: 
A,NR,Y48,UNK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	4 
A,NR,Y48,UNK,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y48,UNK,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	1 	2 	0 	3 	3 	3 	9 
A,NR,Y48,UNK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	1 	1 
A,NR,Y48,UNK,ME	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,UNK,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	: 	: 
A,NR,Y48,UNK,NO	0 	0 	0 	1 	1 	1 	1 	0 	2 	0 	1 	2 	2 	0 	: 	1 	: 
A,NR,Y48,UNK,PL	: 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	2 	0 	3 	4 	4 	6 
A,NR,Y48,UNK,PT	0 	0 	0 	0 	0 	0 	1 	2 	1 	1 	4 	5 	3 	2 	2 	2 	2 
A,NR,Y48,UNK,RO	1 	1 	1 	2 	0 	2 	0 	0 	2 	2 	4 	2 	5 	8 	2 	1 	0 
A,NR,Y48,UNK,RS	: 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	1 
A,NR,Y48,UNK,SE	0 	0 	3 	1 	1 	1 	0 	0 	0 	2 	0 	1 	2 	1 	: 	1 	0 
A,NR,Y48,UNK,SI	0 	1 	1 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y48,UNK,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y48,UNK,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y48,UNK,TR	: 	: 	: 	: 	16 	17 	33 	24 	2 	1 	3 	5 	5 	4 	: 	20 	: 
A,NR,Y48,UNK,XK	: 	0 	: 	: 	0 	: 	: 	: 	0 	0 	0 	1 	0 	: 	: 	: 	: 
A,NR,Y49,ED0-2,AT	0 	4 	0 	3 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y49,ED0-2,AZ	: 	: 	: 	: 	: 	: 	0 	2 	2 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y49,ED0-2,BA	: 	: 	: 	0 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y49,ED0-2,BE	3 	2 	4 	4 	1 	2 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y49,ED0-2,CZ	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y49,ED0-2,DK	0 	0 	2 	1 	1 	1 	0 	2 	1 	1 	0 	0 	0 	2 	0 	: 	: 
A,NR,Y49,ED0-2,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
